id,name,file,offset
190,org.drools.compiler.lang.descr.PredicateDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\PredicateDescr.java,723
191,org.drools.core.phreak.PhreakQueryNode,drools-core\src\main\java\org\drools\core\phreak\PhreakQueryNode.java,1168
192,org.drools.workbench.models.commons.backend.rule.context.LHSGeneratorContext,drools-workbench-models\drools-workbench-models-commons\src\main\java\org\drools\workbench\models\commons\backend\rule\context\LHSGeneratorContext.java,939
193,org.drools.core.factmodel.traits.TraitProxy,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitProxy.java,1080
194,org.drools.core.reteoo.Rete,drools-core\src\main\java\org\drools\core\reteoo\Rete.java,1510
195,org.drools.core.rule.Accumulate,drools-core\src\main\java\org\drools\core\rule\Accumulate.java,1078
196,org.drools.compiler.lang.descr.AnnotationDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\AnnotationDescr.java,869
197,org.drools.workbench.models.testscenarios.backend.verifiers.RuleFiredVerifier,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\verifiers\RuleFiredVerifier.java,790
198,org.drools.verifier.core.index.model.Rules,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Rules.java,967
199,org.kie.dmn.core.impl.DMNModelImpl,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\impl\DMNModelImpl.java,2500
200,org.drools.compiler.commons.jci.compilers.JavaCompilerFactory,drools-compiler\src\main\java\org\drools\compiler\commons\jci\compilers\JavaCompilerFactory.java,1118
201,org.drools.compiler.lang.descr.ExprConstraintDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\ExprConstraintDescr.java,665
202,org.drools.core.phreak.PhreakBranchNode,drools-core\src\main\java\org\drools\core\phreak\PhreakBranchNode.java,1184
203,org.drools.template.parser.DefaultTemplateRuleBase,drools-templates\src\main\java\org\drools\template\parser\DefaultTemplateRuleBase.java,1279
204,org.drools.workbench.models.guided.dtable.shared.model.DTCellValue52,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\DTCellValue52.java,890
205,org.drools.core.time.impl.CronTrigger,drools-core\src\main\java\org\drools\core\time\impl\CronTrigger.java,812
206,org.drools.template.model.Rule,drools-templates\src\main\java\org\drools\template\model\Rule.java,711
207,org.drools.core.rule.SlidingTimeWindow,drools-core\src\main\java\org\drools\core\rule\SlidingTimeWindow.java,2099
208,org.drools.workbench.models.guided.dtable.shared.model.DTColumnConfig52,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\DTColumnConfig52.java,739
209,org.drools.core.reteoo.AsyncMessage,drools-core\src\main\java\org\drools\core\reteoo\AsyncMessage.java,682
210,org.kie.dmn.feel.codegen.feel11.DirectCompilerResult,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\codegen\feel11\DirectCompilerResult.java,934
211,org.drools.compiler.compiler.io.memory.MemoryFileSystem,drools-compiler\src\main\java\org\drools\compiler\compiler\io\memory\MemoryFileSystem.java,1834
212,org.kie.dmn.feel.runtime.decisiontables.DTDecisionRule,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\runtime\decisiontables\DTDecisionRule.java,818
213,org.drools.compiler.compiler.DrlParser,drools-compiler\src\main\java\org\drools\compiler\compiler\DrlParser.java,1476
214,org.drools.workbench.models.guided.dtable.backend.util.GuidedDTTemplateDataProvider,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\backend\util\GuidedDTTemplateDataProvider.java,1085
215,org.kie.pmml.pmml_4_2.model.mining.MiningSegmentation,kie-pmml\src\main\java\org\kie\pmml\pmml_4_2\model\mining\MiningSegmentation.java,1531
216,org.drools.core.factmodel.traits.TraitField,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitField.java,1222
217,org.drools.core.factmodel.EnumLiteralDefinition,drools-core\src\main\java\org\drools\core\factmodel\EnumLiteralDefinition.java,828
218,org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\backend\GuidedDTDRLPersistence.java,5174
219,org.kie.dmn.core.compiler.DMNEvaluatorCompiler,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\compiler\DMNEvaluatorCompiler.java,3044
220,org.drools.core.rule.EntryPointId,drools-core\src\main\java\org\drools\core\rule\EntryPointId.java,845
221,org.drools.core.common.BaseNode,drools-core\src\main\java\org\drools\core\common\BaseNode.java,1295
222,org.drools.core.SessionConfiguration,drools-core\src\main\java\org\drools\core\SessionConfiguration.java,1851
223,org.drools.verifier.core.index.model.Actions,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Actions.java,1131
224,org.drools.scenariosimulation.api.model.FactIdentifier,drools-scenario-simulation\drools-scenario-simulation-api\src\main\java\org\drools\scenariosimulation\api\model\FactIdentifier.java,697
225,org.drools.core.phreak.PhreakNotNode,drools-core\src\main\java\org\drools\core\phreak\PhreakNotNode.java,1212
226,org.drools.core.reteoo.AlphaNode,drools-core\src\main\java\org\drools\core\reteoo\AlphaNode.java,1377
227,org.drools.core.definitions.rule.impl.RuleImpl,drools-core\src\main\java\org\drools\core\definitions\rule\impl\RuleImpl.java,2304
228,org.drools.workbench.models.testscenarios.shared.Scenario,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\Scenario.java,975
229,org.drools.workbench.models.datamodel.rule.visitors.CopyExpressionVisitor,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\visitors\CopyExpressionVisitor.java,1747
230,org.drools.core.factmodel.ClassDefinition,drools-core\src\main\java\org\drools\core\factmodel\ClassDefinition.java,1238
231,org.drools.verifier.core.index.model.Rule,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Rule.java,1406
232,org.drools.compiler.builder.impl.TypeDeclarationConfigurator,drools-compiler\src\main\java\org\drools\compiler\builder\impl\TypeDeclarationConfigurator.java,1957
233,org.kie.dmn.feel.codegen.feel11.DirectCompilerVisitor,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\codegen\feel11\DirectCompilerVisitor.java,4246
234,org.drools.verifier.core.index.model.Conditions,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Conditions.java,1046
235,org.drools.core.reteoo.AbstractTerminalNode,drools-core\src\main\java\org\drools\core\reteoo\AbstractTerminalNode.java,1653
236,org.drools.core.reteoo.ModifyPreviousTuples,drools-core\src\main\java\org\drools\core\reteoo\ModifyPreviousTuples.java,906
237,org.drools.core.reteoo.compiled.ObjectTypeNodeParser,drools-core\src\main\java\org\drools\core\reteoo\compiled\ObjectTypeNodeParser.java,1590
238,org.drools.compiler.lang.descr.ConstraintConnectiveDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\ConstraintConnectiveDescr.java,748
239,org.drools.core.phreak.PhreakAccumulateNode,drools-core\src\main\java\org\drools\core\phreak\PhreakAccumulateNode.java,1588
240,org.drools.core.reteoo.QueryElementNode,drools-core\src\main\java\org\drools\core\reteoo\QueryElementNode.java,2308
241,org.drools.compiler.rule.builder.dialect.java.JavaDialectConfiguration,drools-compiler\src\main\java\org\drools\compiler\rule\builder\dialect\java\JavaDialectConfiguration.java,1111
242,org.kie.dmn.core.impl.DMNResultImpl,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\impl\DMNResultImpl.java,1216
243,org.drools.core.util.KeyStoreHelper,drools-core\src\main\java\org\drools\core\util\KeyStoreHelper.java,1883
244,org.kie.dmn.feel.runtime.decisiontables.DecisionTableImpl,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\runtime\decisiontables\DecisionTableImpl.java,1784
245,org.drools.workbench.models.guided.dtable.shared.model.Pattern52,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\Pattern52.java,865
246,org.drools.compiler.builder.impl.TypeDeclarationFactory,drools-compiler\src\main\java\org\drools\compiler\builder\impl\TypeDeclarationFactory.java,1525
247,org.drools.compiler.lang.descr.TypeDeclarationDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\TypeDeclarationDescr.java,849
248,org.drools.core.common.EventFactHandle,drools-core\src\main\java\org\drools\core\common\EventFactHandle.java,876
249,org.drools.workbench.models.datamodel.rule.RuleAttribute,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\RuleAttribute.java,676
250,org.kie.dmn.feel.lang.ast.BaseNode,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\lang\ast\BaseNode.java,1131
251,org.drools.core.reteoo.QueryTerminalNode,drools-core\src\main\java\org\drools\core\reteoo\QueryTerminalNode.java,1090
252,org.kie.dmn.feel.codegen.feel11.ASTUnaryTestTransform,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\codegen\feel11\ASTUnaryTestTransform.java,1428
253,org.drools.core.phreak.RuleNetworkEvaluator,drools-core\src\main\java\org\drools\core\phreak\RuleNetworkEvaluator.java,3110
