name,file,containing_class,containing_class_file,target_ids,target_ids_file
net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule.hasNullInitializer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.ast.ASTLocalVariableDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTLocalVariableDeclaration.java
net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule.variableIsPassedToMethod,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule.findIfStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,net.sourceforge.pmd.lang.java.ast.ASTBlock,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTBlock.java
net.sourceforge.pmd.lang.java.rule.errorprone.NullAssignmentRule.isAssignmentToFinalField,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\NullAssignmentRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.NullAssignmentRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\NullAssignmentRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatementExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatementExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.NullAssignmentRule.isBadTernary,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\NullAssignmentRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.NullAssignmentRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\NullAssignmentRule.java,net.sourceforge.pmd.lang.java.ast.ASTConditionalExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTConditionalExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.BrokenNullCheckRule.findNullCompareExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\BrokenNullCheckRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.BrokenNullCheckRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\BrokenNullCheckRule.java,net.sourceforge.pmd.lang.java.ast.ASTEqualityExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTEqualityExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.UnnecessaryCaseChangeRule.getBadPrefixOrNull,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\UnnecessaryCaseChangeRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.UnnecessaryCaseChangeRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\UnnecessaryCaseChangeRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.UnnecessaryCaseChangeRule.getBadSuffixOrNull,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\UnnecessaryCaseChangeRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.UnnecessaryCaseChangeRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\UnnecessaryCaseChangeRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule.isNewThrowable,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule.hasTypeThrowable,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule.isReferencingThrowable,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\InvalidSlf4jMessageFormatRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.errorprone.BeanMembersShouldSerializeRule.isBeanAccessor,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\BeanMembersShouldSerializeRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.BeanMembersShouldSerializeRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\BeanMembersShouldSerializeRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclarator,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclarator.java
net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule.extendsOrImplementsCloneable,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloneMethodMustImplementCloneableRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloneMethodMustImplementCloneableRule.java,net.sourceforge.pmd.lang.java.ast.ASTClassOrInterfaceDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTClassOrInterfaceDeclaration.java
net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule.isCloneMethod,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloneMethodMustImplementCloneableRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloneMethodMustImplementCloneableRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclarator,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclarator.java
net.sourceforge.pmd.lang.java.rule.errorprone.SingletonClassReturningNewInstanceRule.getNameFromPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\SingletonClassReturningNewInstanceRule.java,net.sourceforge.pmd.lang.java.rule.errorprone.SingletonClassReturningNewInstanceRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\SingletonClassReturningNewInstanceRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryPrefix.java
net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule.determineUsages,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTVariableDeclaratorId.java
net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule.checkInitializerExpressions,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTVariableDeclaratorId.java
net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule.hasInitializer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTVariableDeclaratorId.java
net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule.isRef,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,net.sourceforge.pmd.lang.java.ast.ASTFieldDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTFieldDeclaration.java
net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule.isRef,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclarator,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTVariableDeclarator.java
net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule.getTypeNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,net.sourceforge.pmd.lang.java.ast.ASTName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTName.java
net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule.isAllocatedStringBuffer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,net.sourceforge.pmd.lang.java.ast.ASTAdditiveExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAdditiveExpression.java
net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveAppendsShouldReuseRule.isAStringBuilderBuffer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveAppendsShouldReuseRule.java,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveAppendsShouldReuseRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveAppendsShouldReuseRule.java,net.sourceforge.pmd.lang.java.ast.AbstractJavaNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\AbstractJavaNode.java
net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.fourthParentNotThrow,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.ast.ASTAllocationExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAllocationExpression.java
net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.fourthParentNotReturn,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.ast.ASTAllocationExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAllocationExpression.java
net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.insideLoop,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,net.sourceforge.pmd.lang.java.ast.ASTAllocationExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAllocationExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.isField,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.ast.ASTTypeDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTTypeDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.hasTernaryNullCheck,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.ast.ASTReturnStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTReturnStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.hasTernaryCondition,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,net.sourceforge.pmd.lang.java.ast.ASTReturnStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTReturnStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.indexStartsAtZero,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\VariableNameDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.getIterableNameOrNullToAbort,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.ast.ASTExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.isIterableModifiedInsideLoop,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,net.sourceforge.pmd.lang.java.ast.ASTForStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTForStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule.getTypeOfMethodCall,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimarySuffix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimarySuffix.java
net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule.getTypeOfPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimarySuffix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimarySuffix.java
net.sourceforge.pmd.lang.java.rule.bestpractices.ArrayIsStoredDirectlyRule.getArrays,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ArrayIsStoredDirectlyRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.ArrayIsStoredDirectlyRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ArrayIsStoredDirectlyRule.java,net.sourceforge.pmd.lang.java.ast.ASTFormalParameters,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTFormalParameters.java
net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.throwsOneException,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.actuallyUsed,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\VariableNameDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.hasOverrideAnnotation,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.hasClone,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.ast.ASTReturnStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTReturnStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.hasArraysCopyOf,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.ast.ASTReturnStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTReturnStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.isEmptyArray,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,net.sourceforge.pmd.lang.java.ast.ASTTypeDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTTypeDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule.singleVariableName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule.isFirstStatementInBlock,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatement.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.getVariables,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isAssertOrFailStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatementExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatementExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isVerifyStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatementExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatementExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isExpectStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatementExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatementExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isSoftAssertionStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,net.sourceforge.pmd.lang.java.ast.ASTStatementExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatementExpression.java
net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitAssertionsShouldIncludeMessageRule.isStringTypeOrNull,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitAssertionsShouldIncludeMessageRule.java,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitAssertionsShouldIncludeMessageRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitAssertionsShouldIncludeMessageRule.java,net.sourceforge.pmd.lang.java.ast.ASTExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTExpression.java
net.sourceforge.pmd.lang.java.rule.documentation.AbstractCommentRule.isCommentNotWithin,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\AbstractCommentRule.java,net.sourceforge.pmd.lang.java.rule.documentation.AbstractCommentRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\AbstractCommentRule.java,net.sourceforge.pmd.lang.java.ast.FormalComment,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\FormalComment.java
